run_id,score,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,annualized_return,sharpe_ratio,max_drawdown,oos_cs_ic_mean,oos_top_bottom_mean
1,3.3146203844072613,500,4,0.03,0.75,0.75,0.41613343607709763,1.3224416291172996,-0.3695536422149579,0.040734301401086054,0.011379538457149055
4,3.303329129476138,500,3,0.02,0.85,0.85,0.43167179470077954,1.2631126445355334,-0.39074109958371317,0.05111789341536423,0.014273761568110931
2,3.203037590061694,700,4,0.02,0.75,0.75,0.4120650831501318,1.3018284808084697,-0.36158639087364775,0.03614811021295538,0.008484547215446578
5,3.0648088559553934,600,4,0.025,0.7,0.7,0.39637033288411505,1.2648776582723564,-0.37466444577915803,0.03467118024857155,0.005653799753952259
6,2.896315677196511,350,5,0.03,0.75,0.75,0.31943906704111513,1.1814318588993562,-0.3484487403357014,0.03554515617007471,0.011015729948239366
3,2.6573247859074316,400,3,0.03,0.8,0.8,0.35426134620687844,1.1029622468347553,-0.40530868720361624,0.032348704907741485,0.008171562754352933
