ticker,weight
NVDA,0.13456924489928881
GOOGL,0.07784251055896771
INTC,0.0536908623529325
ORCL,0.05363594323993803
TEAM,0.0519231623534701
KLAC,0.049240885786624417
TSM,0.047235378955441
INTU,0.04590610216637091
FTNT,0.043678582460182754
NFLX,0.042767162047273016
LRCX,0.039526032987753014
MU,0.036452936076805005
AMGN,0.01915789534353797
MCHP,0.01846884986414658
AVGO,0.013000855916848453
CSCO,0.011450984075541975
ADI,0.009323139095842698
TXN,0.008059446801601696
MSFT,0.006869250506225432
PYPL,0.0053481810642942405
META,0.005236366689860571
PEP,0.003765588576471704
COST,0.0036685668238623137
AMD,0.0036272706843459126
ZS,0.0034951486759803065
QCOM,0.0034044700001608875
NXPI,0.00333009586368924
MRVL,0.0030935322235740056
CRM,0.0030093297399086546
ANET,0.002865752143072392
AMZN,0.00252496452120284
AAPL,0.0018750914017687443
DDOG,0.00185696513789283
NOW,0.0016251363116301584
SNPS,0.0010213584427578824
ARM,0.0009837959943091092
PANW,0.0009346575238504257
GILD,0.0001178426309130951
MDB,6.171905720787304e-05
ON,3.5357088318583946e-05
NET,6.576432770207119e-06
CRWD,5.0859886313258706e-06
CDNS,3.345867515426639e-07
ISRG,2.1381211131171105e-07
ADBE,1.7640968481293632e-07
SNOW,1.1238941879047637e-07
PLTR,1.1209435593655894e-07
ASML,2.3305573535275085e-15
AMAT,1.028608182030979e-15
UBER,4.1733316783185997e-16
