ticker,weight
ORCL,0.16981674658671056
AAPL,0.15860294642748254
PANW,0.11922516418164325
GOOGL,0.08717387817994593
TSM,0.07499967384026629
DDOG,0.06805951894223905
MSFT,0.05343896127576457
TEAM,0.03159794187167299
PYPL,0.025409966877942294
SNOW,0.023474429917478404
META,0.023010075388951445
ASML,0.02295841819052039
NOW,0.019516298746993267
AMAT,0.017527972915607457
AMZN,0.017205324947021455
NVDA,0.012190049557767542
ZS,0.011212700771577244
AMD,0.009910185704759959
MDB,0.008061446323383695
MU,0.007513211643081581
INTC,0.005538602675716095
TXN,0.0035422729086858635
CRWD,0.0022729554451078786
AVGO,0.001945698927091064
ARM,0.0014690568423859733
LRCX,0.0014325585041437795
NET,0.0010361073593333446
PLTR,0.0007910306280366017
CSCO,4.247034600608132e-15
CDNS,3.6048793481125876e-15
QCOM,2.8855097548904693e-15
NXPI,2.221578701997784e-15
MRVL,2.1651330258488715e-15
ANET,1.894659896895554e-15
NFLX,1.8369912887535915e-15
ADI,1.776462484310337e-15
SNPS,1.6222038272321254e-15
KLAC,1.371765844902336e-15
INTU,9.866465006591434e-16
AMGN,8.455913685963599e-16
ISRG,8.19155447845724e-16
FTNT,2.280059481174534e-16
COST,6.349624670603277e-17
PEP,0.0
ON,0.0
GILD,0.0
CRM,0.0
ADBE,0.0
UBER,0.0
MCHP,0.0
