turnover_cap,annualized_return,annualized_volatility,sharpe_ratio,weekly_sharpe_ratio,max_drawdown,average_turnover,total_cost_bps_paid,average_gross_exposure,average_net_exposure,ex_post_factor_beta_l1,diag_status,diag_checks_ok
0.25,0.008626384574754953,0.037000493483323946,0.23314241953672452,0.236854609758712,-0.05181135788846092,0.25,255.5,0.4914425040200736,1.4035219904093175e-19,0.04014315897138369,pass,True
0.35,0.009859455312253518,0.04127334251438642,0.23888192018412036,0.24496254487691924,-0.05657505075305136,0.35000000000000003,357.69999999999993,0.5583650643670315,-7.277521431752016e-20,0.04190638754538459,pass,True
