run_id,score,rebalance_days,weight_max,turnover_cap,risk_aversion_lambda,overlay_enabled,annualized_return,sharpe_ratio,max_drawdown
1,2.8544373872550954,10,0.12,0.2,5.0,False,0.33846910699959465,1.1378130860410387,-0.3801853801180505
73,2.8544373872550954,15,0.12,0.2,5.0,False,0.33846910699959465,1.1378130860410387,-0.3801853801180505
145,2.8544373872550954,20,0.12,0.2,5.0,False,0.33846910699959465,1.1378130860410387,-0.3801853801180505
46,2.8522130253832465,10,0.15,0.35,10.0,True,0.23127423737907882,1.1282613032362865,-0.27297278989603724
118,2.8522130253832465,15,0.15,0.35,10.0,True,0.23127423737907882,1.1282613032362865,-0.27297278989603724
190,2.8522130253832465,20,0.15,0.35,10.0,True,0.23127423737907882,1.1282613032362865,-0.27297278989603724
7,2.8451808316804117,10,0.12,0.25,5.0,False,0.34280740713680746,1.1362797050264077,-0.38474721569431813
79,2.8451808316804117,15,0.12,0.25,5.0,False,0.34280740713680746,1.1362797050264077,-0.38474721569431813
151,2.8451808316804117,20,0.12,0.25,5.0,False,0.34280740713680746,1.1362797050264077,-0.38474721569431813
15,2.8314578458551365,10,0.12,0.3,10.0,False,0.34399406601103744,1.133557295121014,-0.3903671689230197
87,2.8314578458551365,15,0.12,0.3,10.0,False,0.34399406601103744,1.133557295121014,-0.3903671689230197
159,2.8314578458551365,20,0.12,0.3,10.0,False,0.34399406601103744,1.133557295121014,-0.3903671689230197
44,2.830016939393766,10,0.15,0.35,5.0,True,0.23036556775097994,1.1192650778338795,-0.2743560440775643
116,2.830016939393766,15,0.15,0.35,5.0,True,0.23036556775097994,1.1192650778338795,-0.2743560440775643
188,2.830016939393766,20,0.15,0.35,5.0,True,0.23036556775097994,1.1192650778338795,-0.2743560440775643
23,2.8045563063164947,10,0.12,0.35,15.0,False,0.3431501929480161,1.1259954000132766,-0.3970723367803223
95,2.8045563063164947,15,0.12,0.35,15.0,False,0.3431501929480161,1.1259954000132766,-0.3970723367803223
167,2.8045563063164947,20,0.12,0.35,15.0,False,0.3431501929480161,1.1259954000132766,-0.3970723367803223
13,2.803072899408062,10,0.12,0.3,5.0,False,0.3429341561564141,1.1225941394573407,-0.39271152410181887
85,2.803072899408062,15,0.12,0.3,5.0,False,0.3429341561564141,1.1225941394573407,-0.39271152410181887
157,2.803072899408062,20,0.12,0.3,5.0,False,0.3429341561564141,1.1225941394573407,-0.39271152410181887
21,2.7757632582755196,10,0.12,0.35,10.0,False,0.34186840625577997,1.1149236983075275,-0.3997056227888618
93,2.7757632582755196,15,0.12,0.35,10.0,False,0.34186840625577997,1.1149236983075275,-0.3997056227888618
165,2.7757632582755196,20,0.12,0.35,10.0,False,0.34186840625577997,1.1149236983075275,-0.3997056227888618
18,2.7687778320273324,10,0.12,0.3,15.0,True,0.22051474375503566,1.08860266726924,-0.26398335657230454
90,2.7687778320273324,15,0.12,0.3,15.0,True,0.22051474375503566,1.08860266726924,-0.26398335657230454
162,2.7687778320273324,20,0.12,0.3,15.0,True,0.22051474375503566,1.08860266726924,-0.26398335657230454
6,2.760722379124341,10,0.12,0.2,15.0,True,0.22221229166424683,1.0735602148346497,-0.25106852830743687
78,2.760722379124341,15,0.12,0.2,15.0,True,0.22221229166424683,1.0735602148346497,-0.25106852830743687
150,2.760722379124341,20,0.12,0.2,15.0,True,0.22221229166424683,1.0735602148346497,-0.25106852830743687
16,2.754686262784519,10,0.12,0.3,10.0,True,0.22007327772387542,1.0829338024202,-0.2651676073226904
88,2.754686262784519,15,0.12,0.3,10.0,True,0.22007327772387542,1.0829338024202,-0.2651676073226904
160,2.754686262784519,20,0.12,0.3,10.0,True,0.22007327772387542,1.0829338024202,-0.2651676073226904
4,2.747261261420449,10,0.12,0.2,10.0,True,0.2216813632223369,1.068199465323296,-0.25195554207840454
76,2.747261261420449,15,0.12,0.2,10.0,True,0.2216813632223369,1.068199465323296,-0.25195554207840454
148,2.747261261420449,20,0.12,0.2,10.0,True,0.2216813632223369,1.068199465323296,-0.25195554207840454
19,2.743545304515016,10,0.12,0.35,5.0,False,0.34034986674520784,1.102596339142414,-0.40224057207726516
91,2.743545304515016,15,0.12,0.35,5.0,False,0.34034986674520784,1.102596339142414,-0.40224057207726516
163,2.743545304515016,20,0.12,0.35,5.0,False,0.34034986674520784,1.102596339142414,-0.40224057207726516
14,2.7405239030383646,10,0.12,0.3,5.0,True,0.21962005649352134,1.0771903217593275,-0.26622759712087984
86,2.7405239030383646,15,0.12,0.3,5.0,True,0.21962005649352134,1.0771903217593275,-0.26622759712087984
158,2.7405239030383646,20,0.12,0.3,5.0,True,0.21962005649352134,1.0771903217593275,-0.26622759712087984
2,2.7357311959806383,10,0.12,0.2,5.0,True,0.22130218590262518,1.0636466950519925,-0.2528610584819495
74,2.7357311959806383,15,0.12,0.2,5.0,True,0.22130218590262518,1.0636466950519925,-0.2528610584819495
146,2.7357311959806383,20,0.12,0.2,5.0,True,0.22130218590262518,1.0636466950519925,-0.2528610584819495
12,2.7347436678887904,10,0.12,0.25,15.0,True,0.22060720856520377,1.0647937973011259,-0.25504358968704954
84,2.7347436678887904,15,0.12,0.25,15.0,True,0.22060720856520377,1.0647937973011259,-0.25504358968704954
156,2.7347436678887904,20,0.12,0.25,15.0,True,0.22060720856520377,1.0647937973011259,-0.25504358968704954
24,2.72368750421984,10,0.12,0.35,15.0,True,0.21784911013483477,1.0747152335524892,-0.27170954816093096
96,2.72368750421984,15,0.12,0.35,15.0,True,0.21784911013483477,1.0747152335524892,-0.27170954816093096
168,2.72368750421984,20,0.12,0.35,15.0,True,0.21784911013483477,1.0747152335524892,-0.27170954816093096
10,2.7190878470970308,10,0.12,0.25,10.0,True,0.2199406930553227,1.0585391509760842,-0.25613048277768025
82,2.7190878470970308,15,0.12,0.25,10.0,True,0.2199406930553227,1.0585391509760842,-0.25613048277768025
154,2.7190878470970308,20,0.12,0.25,10.0,True,0.2199406930553227,1.0585391509760842,-0.25613048277768025
22,2.7096475996192515,10,0.12,0.35,10.0,True,0.217397824507924,1.0689521939109845,-0.2726524942293662
94,2.7096475996192515,15,0.12,0.35,10.0,True,0.217397824507924,1.0689521939109845,-0.2726524942293662
166,2.7096475996192515,20,0.12,0.35,10.0,True,0.217397824507924,1.0689521939109845,-0.2726524942293662
8,2.7031215861281117,10,0.12,0.25,5.0,True,0.21924834944455562,1.0521778810422344,-0.2572319699269001
80,2.7031215861281117,15,0.12,0.25,5.0,True,0.21924834944455562,1.0521778810422344,-0.2572319699269001
152,2.7031215861281117,20,0.12,0.25,5.0,True,0.21924834944455562,1.0521778810422344,-0.2572319699269001
20,2.697931454596432,10,0.12,0.35,5.0,True,0.21711408418617006,1.0641015983998312,-0.2734733480211966
92,2.697931454596432,15,0.12,0.35,5.0,True,0.21711408418617006,1.0641015983998312,-0.2734733480211966
164,2.697931454596432,20,0.12,0.35,5.0,True,0.21711408418617006,1.0641015983998312,-0.2734733480211966
